"country","host_name","network_zone_type","ip_address","data_centre_location","it_service","it_service_owner","rhel_version","network_environment","running_cost_in_usd","infrastructure_component","operational_status"
"US","host3444","DMZ","195.144.15.169","New York DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1040,"Hazelcast","planned"
"UK","host7484","LAN","214.21.163.70","London DC","Database","John Lennon","RHEL 8","Test",1097,"Hazelcast","active"
"US","host4561","DMZ","206.185.203.150","New York DC","Web Hosting","Adele","RHEL 8","Dev",1232,"Hazelcast","planned"
"HK","host9780","WAN","215.156.247.53","Hong Kong DC","Web Hosting","Adele","RHEL 8","Prod",650,"rProxy","decommissioning"
"UK","host1822","LAN","208.161.254.160","London DC","Web Hosting","Adele","RHEL 9","Prod",669,"Hazelcast","planned"
"US","host5766","DMZ","210.98.219.11","New York DC","File Storage","Adele","RHEL 8","Prod",1158,"rProxy","decommissioning"
"US","host3638","LAN","221.27.206.80","New York DC","Web Hosting","Adele","RHEL 8","Dev",1291,"Kong GW","active"
"US","host9747","DMZ","219.177.253.222","New York DC","Database","David Bowie","RHEL 8","Prod",1441,"Mule PCE","active"
"UK","host5425","LAN","217.100.212.63","London DC","Email","Adele","RHEL 8","Prod",1008,"Hazelcast","decommissioning"
"US","host4591","WAN","195.158.104.196","New York DC","File Storage","Amy Winehouse","RHEL 8","Prod",1093,"rProxy","planned"
"UK","host3851","DMZ","210.209.71.74","London DC","Database","Adele","RHEL 8","Test",1235,"Kong GW","active"
"UK","host5476","WAN","220.243.106.30","London DC","File Storage","Adele","RHEL 7","Prod",1460,"Hazelcast","decommissioning"
"UK","host7957","WAN","222.192.166.57","London DC","Database","John Lennon","RHEL 7","Prod",1620,"Hazelcast","decommissioning"
"US","host3282","WAN","216.45.189.148","New York DC","Web Hosting","Adele","RHEL 7","Prod",1738,"MongoDB","decommissioning"
"PL","host2952","LAN","212.75.49.114","Warsaw DC","File Storage","David Bowie","RHEL 8","Dev",464,"rProxy","active"
"US","host7786","LAN","203.187.61.209","New York DC","Email","Adele","RHEL 8","Dev",1007,"rProxy","active"
"PL","host1299","LAN","201.147.138.198","Warsaw DC","Web Hosting","David Bowie","RHEL 7","Dev",569,"rProxy","decommissioning"
"PL","host4751","LAN","207.243.173.238","Warsaw DC","File Storage","Elton John","RHEL 8","Prod",364,"Hazelcast","active"
"PL","host5132","LAN","223.9.52.79","Warsaw DC","Web Hosting","David Bowie","RHEL 9","Prod",175,"Mule GW","active"
"UK","host3486","WAN","217.17.214.186","London DC","Web Hosting","Adele","RHEL 8","Dev",1254,"rProxy","active"
"HK","host6773","LAN","222.111.197.86","Hong Kong DC","Database","Elton John","RHEL 8","Prod",543,"Hazelcast","decommissioning"
"UK","host3841","DMZ","194.61.99.75","London DC","Web Hosting","David Bowie","RHEL 8","Prod",1278,"Mule GW","planned"
"US","host2443","WAN","196.243.247.76","New York DC","Database","Adele","RHEL 9","Dev",863,"rProxy","planned"
"US","host4058","WAN","207.57.3.138","New York DC","Email","Amy Winehouse","RHEL 8","Dev",1087,"Mule GW","active"
"UK","host2498","LAN","192.39.8.192","London DC","Database","Adele","RHEL 9","Prod",807,"Kong GW","planned"
"UK","host5160","WAN","194.177.123.160","London DC","File Storage","Adele","RHEL 8","Prod",1117,"Hazelcast","active"
"UK","host6894","DMZ","193.118.64.41","London DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1166,"MongoDB","active"
"UK","host6870","LAN","196.191.140.225","London DC","Email","John Lennon","RHEL 7","Prod",1330,"Hazelcast","decommissioning"
"PL","host6744","LAN","202.239.73.203","Warsaw DC","File Storage","Adele","RHEL 8","Prod",389,"rProxy","active"
"UK","host1783","LAN","216.38.173.109","London DC","Database","Amy Winehouse","RHEL 8","Prod",1393,"Hazelcast","decommissioning"
"US","host9079","WAN","215.185.36.34","New York DC","File Storage","Adele","RHEL 9","Test",1170,"Kong GW","active"
"PL","host9937","LAN","195.160.211.120","Warsaw DC","Database","Adele","RHEL 8","Test",352,"Hazelcast","active"
"US","host6807","DMZ","213.119.152.28","New York DC","Monitoring","David Bowie","RHEL 7","Prod",1899,"Mule GW","decommissioning"
"HK","host9039","WAN","205.58.88.66","Hong Kong DC","Database","Adele","RHEL 9","Test",722,"Hazelcast","active"
"UK","host7203","LAN","198.203.142.87","London DC","Email","Adele","RHEL 7","Dev",1633,"rProxy","decommissioning"
"UK","host4402","DMZ","197.89.51.128","London DC","Database","Amy Winehouse","RHEL 8","Prod",984,"MongoDB","active"
"UK","host5268","LAN","208.89.184.94","London DC","Database","Adele","RHEL 7","Prod",1607,"Hazelcast","active"
"US","host1236","DMZ","203.111.80.116","New York DC","File Storage","John Lennon","RHEL 9","Dev",976,"MongoDB","active"
"US","host4686","LAN","221.113.18.224","New York DC","Database","Adele","RHEL 9","Dev",1127,"rProxy","planned"
"UK","host9501","LAN","197.192.168.234","London DC","Email","Elton John","RHEL 8","Dev",886,"Hazelcast","active"
"UK","host6765","WAN","215.187.227.64","London DC","File Storage","David Bowie","RHEL 8","Prod",992,"Hazelcast","planned"
"PL","host7679","LAN","204.148.85.146","Warsaw DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",369,"Mule GW","active"
"UK","host8770","LAN","201.219.3.115","London DC","File Storage","Amy Winehouse","RHEL 8","Dev",946,"Kong GW","active"
"UK","host1801","LAN","205.171.147.89","London DC","Email","Amy Winehouse","RHEL 7","Prod",1652,"Mule GW","active"
"UK","host4860","LAN","207.50.29.224","London DC","File Storage","Adele","RHEL 9","Prod",707,"Mule GW","planned"
"US","host9586","DMZ","192.85.55.106","New York DC","Database","David Bowie","RHEL 7","Dev",1762,"Hazelcast","decommissioning"
"US","host6312","LAN","205.244.31.188","New York DC","Database","Adele","RHEL 8","UAT",1294,"Kong GW","planned"
"UK","host6590","DMZ","195.168.192.169","London DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",960,"Kong GW","active"
"UK","host9211","LAN","211.8.61.154","London DC","Email","John Lennon","RHEL 8","Prod",830,"MongoDB","active"
"HK","host5503","WAN","215.54.222.70","Hong Kong DC","Monitoring","Amy Winehouse","RHEL 9","Dev",554,"Kong GW","planned"
"US","host4160","LAN","202.55.77.5","New York DC","File Storage","Amy Winehouse","RHEL 8","Prod",1112,"Mule GW","active"
"US","host1855","LAN","206.253.117.12","New York DC","Database","Adele","RHEL 7","Dev",1569,"rProxy","planned"
"UK","host3789","LAN","218.161.96.62","London DC","Database","Adele","RHEL 8","Prod",814,"Hazelcast","active"
"US","host8145","LAN","192.164.227.64","New York DC","File Storage","David Bowie","RHEL 9","Prod",1166,"rProxy","planned"
"UK","host6460","WAN","218.235.146.118","London DC","Database","David Bowie","RHEL 7","Prod",1358,"Hazelcast","decommissioning"
"US","host3636","DMZ","192.122.190.159","New York DC","Email","Adele","RHEL 8","Prod",1316,"Hazelcast","active"
"CN","host3904","DMZ","207.118.66.29","Beijing DC","Database","Amy Winehouse","RHEL 7","Dev",423,"Hazelcast","decommissioning"
"CN","host6001","DMZ","219.222.66.125","Beijing DC","Monitoring","Adele","RHEL 9","Dev",581,"rProxy","active"
"US","host2420","LAN","217.144.81.73","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",904,"Hazelcast","planned"
"US","host1757","LAN","209.133.254.224","New York DC","Database","David Bowie","RHEL 8","Prod",1242,"Kong GW","planned"
"UK","host2785","LAN","203.63.210.71","London DC","Email","Elton John","RHEL 9","Dev",843,"MongoDB","planned"
"PL","host5037","WAN","209.212.251.250","Warsaw DC","Database","Adele","RHEL 8","Dev",478,"rProxy","active"
"UK","host4938","LAN","204.142.159.131","London DC","Web Hosting","Adele","RHEL 9","Dev",616,"Kong GW","active"
"UK","host8030","WAN","205.76.10.114","London DC","Email","Amy Winehouse","RHEL 8","Prod",1392,"Hazelcast","active"
"UK","host8885","LAN","194.207.14.199","London DC","File Storage","Amy Winehouse","RHEL 7","Prod",1652,"Mule PCE","decommissioning"
"UK","host1289","WAN","208.6.3.71","London DC","Email","Amy Winehouse","RHEL 8","Test",1232,"Kong GW","active"
"HK","host4237","LAN","210.68.175.23","Hong Kong DC","Database","Amy Winehouse","RHEL 8","Prod",756,"rProxy","active"
"US","host3543","DMZ","208.191.40.84","New York DC","Database","Amy Winehouse","RHEL 9","Prod",972,"Mule PCE","planned"
"US","host4417","WAN","217.52.62.70","New York DC","Web Hosting","Adele","RHEL 8","Prod",1252,"MongoDB","decommissioning"
"US","host2518","LAN","220.136.71.161","New York DC","File Storage","Amy Winehouse","RHEL 8","Prod",1122,"Hazelcast","active"
"UK","host2355","LAN","223.163.51.53","London DC","Database","Adele","RHEL 7","Dev",1494,"Mule GW","planned"
"HK","host9385","LAN","194.217.160.200","Hong Kong DC","Web Hosting","John Lennon","RHEL 8","UAT",625,"Kong GW","active"
"PL","host9787","WAN","206.24.166.14","Warsaw DC","Database","John Lennon","RHEL 8","Prod",523,"MongoDB","active"
"UK","host3400","DMZ","197.85.193.162","London DC","Web Hosting","Adele","RHEL 7","Dev",1713,"Hazelcast","decommissioning"
"US","host3517","LAN","197.209.237.19","New York DC","Database","John Lennon","RHEL 9","Dev",966,"Mule PCE","planned"
"UK","host4848","LAN","209.252.33.188","London DC","Database","Amy Winehouse","RHEL 8","Prod",1135,"rProxy","active"
"UK","host9433","LAN","218.80.206.114","London DC","Email","Elton John","RHEL 9","Test",832,"Kong GW","planned"
"US","host9929","LAN","194.235.191.75","New York DC","File Storage","David Bowie","RHEL 9","Prod",1045,"rProxy","planned"
"UK","host5392","LAN","210.32.30.201","London DC","Email","Elton John","RHEL 8","Dev",1100,"Mule GW","planned"
"US","host1274","LAN","212.216.140.105","New York DC","Database","Adele","RHEL 7","Prod",1752,"Mule GW","decommissioning"
"UK","host6427","LAN","198.78.192.247","London DC","Monitoring","Elton John","RHEL 8","Prod",1236,"Hazelcast","decommissioning"
"PL","host8079","DMZ","220.251.36.253","Warsaw DC","Email","Adele","RHEL 8","Prod",439,"Kong GW","decommissioning"
"UK","host4538","LAN","211.27.206.164","London DC","Database","Amy Winehouse","RHEL 8","Test",1075,"rProxy","active"
"US","host7513","DMZ","213.171.81.206","New York DC","Database","Elton John","RHEL 8","UAT",1024,"rProxy","active"
"US","host4940","WAN","218.37.42.246","New York DC","File Storage","David Bowie","RHEL 8","Prod",1451,"Kong GW","planned"
"US","host7857","LAN","214.225.180.195","New York DC","Email","Adele","RHEL 8","Dev",1115,"Hazelcast","active"
"US","host8868","LAN","204.168.18.200","New York DC","Web Hosting","John Lennon","RHEL 8","Test",1326,"Hazelcast","active"
"PL","host7720","LAN","214.122.222.155","Warsaw DC","File Storage","Adele","RHEL 7","Test",689,"Hazelcast","decommissioning"
"UK","host8577","LAN","215.195.26.157","London DC","Email","Adele","RHEL 8","Prod",1136,"Hazelcast","active"
"UK","host4995","LAN","211.213.128.162","London DC","Web Hosting","David Bowie","RHEL 8","Dev",1238,"rProxy","planned"
"US","host2869","LAN","215.150.181.203","New York DC","Web Hosting","Elton John","RHEL 8","Prod",1253,"MongoDB","active"
"US","host3474","LAN","222.146.38.139","New York DC","Email","John Lennon","RHEL 8","Prod",1237,"rProxy","active"
"UK","host3437","WAN","203.58.252.45","London DC","File Storage","David Bowie","RHEL 8","Prod",888,"Kong GW","active"
"CN","host4511","LAN","215.101.178.211","Beijing DC","Database","Elton John","RHEL 9","Test",880,"Hazelcast","active"
"US","host5956","LAN","209.122.241.6","New York DC","Monitoring","Elton John","RHEL 9","Prod",1118,"Kong GW","planned"
"US","host4124","LAN","213.4.250.46","New York DC","Email","John Lennon","RHEL 9","Prod",1164,"rProxy","active"
"UK","host2883","LAN","207.63.160.38","London DC","Database","Elton John","RHEL 8","Prod",1095,"Hazelcast","active"
"HK","host6796","LAN","197.69.7.32","Hong Kong DC","Database","Elton John","RHEL 7","Prod",783,"Kong GW","decommissioning"
"CN","host5595","DMZ","204.248.159.12","Beijing DC","File Storage","Amy Winehouse","RHEL 8","Prod",885,"rProxy","active"
"PL","host2299","WAN","210.50.72.54","Warsaw DC","Web Hosting","Adele","RHEL 8","Dev",407,"Mule PCE","active"
"CN","host1668","LAN","223.140.139.196","Beijing DC","File Storage","David Bowie","RHEL 9","Prod",609,"Mule PCE","planned"
"US","host7527","WAN","202.133.103.70","New York DC","Database","David Bowie","RHEL 8","Prod",1392,"rProxy","active"
"UK","host8599","LAN","198.41.80.44","London DC","Email","Adele","RHEL 8","UAT",1256,"Hazelcast","active"
"UK","host7645","WAN","207.173.4.1","London DC","Email","Adele","RHEL 9","Prod",790,"rProxy","planned"
"US","host3729","WAN","206.85.81.222","New York DC","Web Hosting","Adele","RHEL 8","Prod",1355,"Kong GW","active"
"PL","host8490","LAN","199.63.220.197","Warsaw DC","Database","Adele","RHEL 8","Dev",570,"Hazelcast","planned"
"PL","host1310","DMZ","213.67.178.30","Warsaw DC","Email","Adele","RHEL 9","Dev",234,"Hazelcast","planned"
"US","host1507","WAN","200.210.104.15","New York DC","Monitoring","David Bowie","RHEL 7","Dev",1817,"Hazelcast","active"
"CN","host4085","DMZ","218.121.36.243","Beijing DC","Email","David Bowie","RHEL 9","Test",503,"Hazelcast","active"
"UK","host7869","WAN","221.98.81.28","London DC","Email","John Lennon","RHEL 9","Dev",622,"Hazelcast","planned"
"UK","host5966","DMZ","203.245.35.173","London DC","Monitoring","David Bowie","RHEL 8","Dev",1400,"rProxy","active"
"US","host4630","LAN","220.66.140.117","New York DC","Database","Adele","RHEL 7","Dev",1666,"rProxy","active"
"CN","host7151","LAN","205.15.34.174","Beijing DC","Web Hosting","Adele","RHEL 9","Dev",475,"rProxy","planned"
"US","host7816","WAN","210.141.231.113","New York DC","Web Hosting","John Lennon","RHEL 7","Dev",1798,"Hazelcast","decommissioning"
"UK","host1897","LAN","198.165.179.204","London DC","File Storage","Adele","RHEL 8","Dev",841,"Mule GW","active"
"UK","host9507","LAN","217.62.145.28","London DC","Web Hosting","David Bowie","RHEL 9","Dev",782,"Hazelcast","planned"
"US","host1936","LAN","221.146.123.180","New York DC","Monitoring","Adele","RHEL 8","Dev",1407,"Hazelcast","active"
"UK","host1941","WAN","200.51.235.10","London DC","Monitoring","Adele","RHEL 7","UAT",1333,"MongoDB","decommissioning"
"US","host4031","LAN","202.13.27.24","New York DC","Database","Adele","RHEL 8","Prod",1056,"Kong GW","active"
"UK","host5268","DMZ","216.166.246.157","London DC","Database","Adele","RHEL 9","Prod",742,"rProxy","active"
"PL","host3060","LAN","210.214.249.81","Warsaw DC","Database","David Bowie","RHEL 9","Prod",283,"Hazelcast","planned"
"US","host9930","LAN","192.156.34.114","New York DC","Email","David Bowie","RHEL 8","Prod",1310,"Mule PCE","planned"
"PL","host1430","WAN","195.164.164.193","Warsaw DC","File Storage","David Bowie","RHEL 8","Prod",527,"Hazelcast","planned"
"UK","host4573","LAN","215.30.31.26","London DC","File Storage","David Bowie","RHEL 9","Prod",916,"Hazelcast","planned"
"UK","host9006","LAN","221.144.91.214","London DC","Email","Elton John","RHEL 7","Dev",1548,"Mule PCE","active"
"HK","host3655","LAN","220.239.104.116","Hong Kong DC","Database","David Bowie","RHEL 9","UAT",749,"Hazelcast","active"
"US","host4205","LAN","193.89.63.183","New York DC","Web Hosting","Adele","RHEL 7","Prod",1892,"Mule PCE","decommissioning"
"US","host9555","WAN","221.236.139.236","New York DC","Database","Adele","RHEL 8","Dev",1485,"Hazelcast","active"
"UK","host2952","DMZ","215.104.239.236","London DC","File Storage","Amy Winehouse","RHEL 8","Dev",1293,"Kong GW","planned"
"UK","host5364","WAN","197.228.231.171","London DC","File Storage","Adele","RHEL 8","UAT",868,"rProxy","active"
"UK","host3085","LAN","198.249.2.74","London DC","Email","John Lennon","RHEL 7","Test",1413,"rProxy","active"
"US","host8261","LAN","209.20.223.196","New York DC","Monitoring","Adele","RHEL 7","Prod",1684,"Kong GW","decommissioning"
"US","host9742","LAN","202.37.67.199","New York DC","Web Hosting","Elton John","RHEL 8","Dev",1170,"Mule PCE","active"
"UK","host9084","DMZ","199.249.0.231","London DC","Email","David Bowie","RHEL 8","Prod",1137,"Mule GW","active"
"UK","host3499","DMZ","201.187.107.203","London DC","Database","Adele","RHEL 9","Dev",724,"Hazelcast","planned"
"UK","host4616","LAN","196.125.32.66","London DC","Database","Elton John","RHEL 7","Test",1744,"Mule PCE","decommissioning"
"UK","host6940","LAN","217.231.232.74","London DC","File Storage","Adele","RHEL 8","Test",1037,"rProxy","active"
"UK","host4742","LAN","193.245.72.49","London DC","Email","Adele","RHEL 8","Dev",971,"Hazelcast","active"
"US","host3979","LAN","215.184.200.127","New York DC","Email","John Lennon","RHEL 8","Dev",1010,"Mule GW","active"
"US","host3979","DMZ","208.26.144.40","New York DC","Email","Adele","RHEL 8","Test",1251,"rProxy","planned"
"UK","host5202","WAN","215.156.175.7","London DC","Email","David Bowie","RHEL 9","Prod",757,"rProxy","active"
"US","host8357","WAN","218.198.62.216","New York DC","Database","David Bowie","RHEL 8","Prod",1096,"Mule GW","active"
"UK","host7391","LAN","218.167.81.95","London DC","Monitoring","Amy Winehouse","RHEL 8","Dev",831,"Kong GW","active"
"UK","host1443","LAN","206.12.40.32","London DC","Web Hosting","Adele","RHEL 8","Dev",885,"Mule GW","active"
"UK","host4161","WAN","208.164.40.45","London DC","Database","David Bowie","RHEL 8","Test",881,"MongoDB","active"
"UK","host3082","LAN","202.198.97.10","London DC","Email","Adele","RHEL 7","Prod",1419,"Kong GW","decommissioning"
"US","host8012","LAN","218.203.164.134","New York DC","File Storage","Adele","RHEL 8","Dev",1479,"Hazelcast","active"
"US","host1796","WAN","194.131.166.11","New York DC","Web Hosting","Adele","RHEL 8","Prod",1306,"Hazelcast","planned"
"UK","host5655","LAN","204.170.3.80","London DC","Web Hosting","David Bowie","RHEL 7","Test",1667,"rProxy","decommissioning"
"UK","host8751","LAN","220.45.32.135","London DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1239,"rProxy","active"
"UK","host3006","LAN","199.67.44.131","London DC","Database","Adele","RHEL 9","Prod",916,"Mule PCE","planned"
"UK","host2872","DMZ","192.12.154.97","London DC","Email","David Bowie","RHEL 8","Test",882,"Mule GW","active"
